id,price_doc
30659,4862079.5
30660,8521090.0
30661,6834976.5
30662,8635466.0
30663,15836802.0
30664,12294656.0
30665,6249512.0
30666,2728665.75
30667,4242106.5
30668,9379586.0
30669,4915549.5
30670,2529048.5
30671,7434938.5
30672,16845468.0
30673,10533304.0
30674,12137924.0
30675,2292828.75
30676,6837029.5
30677,4132218.0
30678,19542660.0
30679,5843459.5
30680,5184494.5
30681,2546209.5
30682,8939994.0
30683,9839344.0
30684,4835190.0
30685,7687583.0
30686,9916446.0
30687,5193590.0
30688,4537929.5
30689,13687368.0
30690,26990888.0
30691,4510098.0
30692,6255324.0
30693,11529548.0
30694,5642016.5
30695,7236631.5
30696,6857361.5
30697,12247962.0
30698,7932942.5
30699,6048712.5
30700,5040966.5
30701,9768448.0
30702,6210269.0
30703,3889986.75
30704,11941278.0
30705,9056188.0
30706,24111580.0
30707,3763573.5
30708,13691016.0
30709,6127311.0
30710,6773302.5
30711,4658162.5
30712,4147307.0
30713,6488665.5
30714,7289561.5
30715,4037195.25
30716,9839344.0
30717,6081629.0
30718,8206459.0
30719,14975040.0
30720,7517455.0
30721,4600773.0
30722,7282911.5
30723,6193386.5
30724,12350916.0
30725,7076178.0
30726,11718034.0
30727,9986720.0
30728,12184130.0
30729,3577734.75
30730,6513267.5
30731,6579193.0
30732,4559807.0
30733,9774452.0
30734,7119912.5
30735,5637310.5
30736,5517340.5
30737,6713481.0
30738,6108316.5
30739,4356736.5
30740,7023611.0
30741,11754958.0
30742,4236955.5
30743,5130504.0
30744,9742474.0
30745,7075205.5
30746,5840789.0
30747,14053678.0
30748,17511592.0
30749,4805600.5
30750,6707036.0
30751,3250123.75
30752,7641956.0
30753,10074098.0
30754,5553609.0
30755,5295455.5
30756,6157460.5
30757,5409864.0
30758,10794358.0
30759,6223445.5
30760,5106908.5
30761,10225704.0
30762,7016779.0
30763,12414136.0
30764,6228027.0
30765,6101856.5
30766,3589655.0
30767,10003946.0
30768,4453973.5
30769,7114804.5
30770,6205718.5
30771,3106549.5
30772,8411482.0
30773,8457404.0
30774,5729768.0
30775,12445094.0
30776,6087051.5
30777,6428911.5
30778,9259706.0
30779,6738226.5
30780,7642505.0
30781,6705364.5
30782,5433761.0
30783,5771124.5
30784,3709007.75
30785,5378595.0
30786,4338023.5
30787,6300270.5
30788,5880495.5
30789,7667641.0
30790,6488033.5
30791,10309316.0
30792,7231091.0
30793,12229612.0
30794,14277768.0
30795,11625990.0
30796,12408108.0
30797,15100222.0
30798,2673189.5
30799,10867874.0
30800,13407418.0
30801,6330094.5
30802,20248264.0
30803,2768045.25
30804,3650873.5
30805,15342540.0
30806,7159406.5
30807,6134083.5
30808,10673652.0
30809,5024422.0
30810,11442020.0
30811,4538633.0
30812,5531486.0
30813,5295257.5
30814,2575715.75
30815,3915152.0
30816,8091904.5
30817,1938812.75
30818,7813124.0
30819,7836892.5
30820,5142333.5
30821,24048148.0
30822,8801920.0
30823,7342568.5
30824,3650592.25
30825,5492047.0
30826,10669884.0
30827,5715309.0
30828,5963979.5
30829,5507782.5
30830,9009898.0
30831,6663828.5
30832,6050091.0
30833,5031272.5
30834,4289962.0
30835,7968391.5
30836,6939635.5
30837,5233580.0
30838,4639537.5
30839,6074197.0
30840,11237016.0
30841,11339250.0
30842,7444902.0
30843,5401963.0
30844,6740061.0
30845,9199860.0
30846,4364533.5
30847,6015894.5
30848,8711668.0
30849,4455023.5
30850,4073728.75
30851,5087482.0
30852,6593111.0
30853,4466668.5
30854,5856486.0
30855,7852595.5
30856,8593270.0
30857,2384052.0
30858,4349115.0
30859,6089825.0
30860,5954224.0
30861,9104648.0
30862,6609008.0
30863,5656067.5
30864,6333334.5
30865,10221960.0
30866,7364644.5
30867,6036922.0
30868,8544750.0
30869,5874629.5
30870,5364370.5
30871,8254382.0
30872,4908792.0
30873,3773450.25
30874,4904691.0
30875,6980208.0
30876,4965462.5
30877,10568220.0
30878,5647923.5
30879,11233844.0
30880,6508692.0
30881,1865299.5
30882,12072782.0
30883,3696961.75
30884,5775062.5
30885,5327101.0
30886,7694101.0
30887,5725738.5
30888,4400727.5
30889,5187036.0
30890,7339762.5
30891,3469361.75
30892,3589655.0
30893,4333713.0
30894,5565618.0
30895,4236410.0
30896,6264375.0
30897,7965775.0
30898,6990480.5
30899,6724657.5
30900,3373357.75
30901,6665055.5
30902,2052651.375
30903,6837416.0
30904,8096071.5
30905,5730210.5
30906,6528884.0
30907,12184948.0
30908,4142686.5
30909,13211632.0
30910,7230712.5
30911,4256644.0
30912,6554128.0
30913,19788144.0
30914,6246759.5
30915,7933201.5
30916,5632474.0
30917,8730420.0
30918,6901727.5
30919,5226972.5
30920,5049070.0
30921,3927544.25
30922,5785371.5
30923,3331393.25
30924,5326546.0
30925,14119894.0
30926,6605886.0
30927,7755766.5
30928,4687966.5
30929,5326546.0
30930,10166494.0
30931,10874712.0
30932,5089635.0
30933,4593413.0
30934,13539004.0
30935,6945495.5
30936,7189550.5
30937,9200280.0
30938,4332681.5
30939,9403806.0
30940,6590321.5
30941,6454453.5
30942,3530772.25
30943,6754378.5
30944,5035780.0
30945,3782791.5
30946,13461850.0
30947,6916643.5
30948,8484064.0
30949,6413343.0
30950,6141404.5
30951,17178146.0
30952,7861666.0
30953,9956092.0
30954,4669267.0
30955,6520587.0
30956,7013551.5
30957,5895769.5
30958,32432242.0
30959,8208031.0
30960,7823079.5
30961,8741676.0
30962,10981628.0
30963,3662708.75
30964,4541901.0
30965,7054809.0
30966,11874344.0
30967,11708060.0
30968,3593192.25
30969,3461687.75
30970,6264417.5
30971,12553138.0
30972,3643172.25
30973,5234226.0
30974,5099260.0
30975,7675201.5
30976,5327606.5
30977,7360198.5
30978,7812328.0
30979,3470833.0
30980,7135482.5
30981,5684239.0
30982,6768553.0
30983,3892093.75
30984,5775062.5
30985,3654840.0
30986,9815688.0
30987,9459406.0
30988,6245646.5
30989,7491512.0
30990,12858472.0
30991,9046350.0
30992,2595552.5
30993,7478212.5
30994,4692709.5
30995,6850850.5
30996,5885641.0
30997,7196592.0
30998,6405464.0
30999,7435899.5
31000,8140318.0
31001,6430108.5
31002,9394308.0
31003,9371110.0
31004,4378851.0
31005,2762028.25
31006,7710661.0
31007,4577096.0
31008,5786069.5
31009,6803877.0
31010,6479441.5
31011,4155592.5
31012,5914899.5
31013,7036547.0
31014,14899624.0
31015,8099504.5
31016,4109640.0
31017,9775178.0
31018,5507027.0
31019,4488872.5
31020,7067706.0
31021,12188300.0
31022,20426496.0
31023,9809184.0
31024,4733477.0
31025,6206724.5
31026,6091539.5
31027,4532871.5
31028,3240164.25
31029,7872050.5
31030,6870609.5
31031,9611774.0
31032,9902470.0
31033,8375302.0
31034,7904809.0
31035,9959274.0
31036,6862724.0
31037,24858090.0
31038,4363388.5
31039,11212508.0
31040,5997918.0
31041,4354142.5
31042,3324270.75
31043,6486485.0
31044,9211634.0
31045,7285692.0
31046,14597006.0
31047,8403124.0
31048,5705619.0
31049,3986952.5
31050,8087182.0
31051,6519231.0
31052,3751892.75
31053,17154644.0
31054,6291603.0
31055,5629860.0
31056,12259152.0
31057,5616129.5
31058,7220296.0
31059,2951094.25
31060,6915814.0
31061,6701465.0
31062,6478608.0
31063,3616772.0
31064,5067714.5
31065,9710914.0
31066,4409374.5
31067,8114679.5
31068,4229936.5
31069,4685646.5
31070,4729787.0
31071,3351729.5
31072,8080670.0
31073,1865299.5
31074,7173077.5
31075,7001336.5
31076,6930925.0
31077,5782062.5
31078,4340799.0
31079,5157958.5
31080,6681274.5
31081,2956100.75
31082,10739528.0
31083,5024422.0
31084,9775178.0
31085,12508302.0
31086,3820841.75
31087,4940902.5
31088,7871058.5
31089,6366228.0
31090,34519824.0
31091,3312372.25
31092,6925058.0
31093,6249512.0
31094,6150359.0
31095,5082436.0
31096,22167718.0
31097,11322580.0
31098,10699996.0
31099,19532188.0
31100,5064475.5
31101,4038307.75
31102,6098446.5
31103,10881188.0
31104,5551629.5
31105,8920392.0
31106,4488477.0
31107,9409944.0
31108,6637037.0
31109,5478388.0
31110,9466762.0
31111,10761806.0
31112,5779679.0
31113,3564131.5
31114,4585446.5
31115,5605664.0
31116,6090502.0
31117,6140382.5
31118,3811658.0
31119,2984937.75
31120,5554324.0
31121,6907217.5
31122,5847261.0
31123,4916085.5
31124,5633119.0
31125,11996388.0
31126,20013116.0
31127,5512587.0
31128,6243488.5
31129,5598887.5
31130,12478788.0
31131,7257981.5
31132,9491212.0
31133,10473872.0
31134,6348765.5
31135,9785706.0
31136,9460198.0
31137,4284088.5
31138,7114489.0
31139,3875040.25
31140,6877506.5
31141,7757139.0
31142,9843306.0
31143,5178075.0
31144,3827475.5
31145,5808464.0
31146,5763759.5
31147,13843396.0
31148,6374759.5
31149,2143937.5
31150,8361707.0
31151,5158308.0
31152,8229388.5
31153,5469542.0
31154,16140428.0
31155,6573035.0
31156,6708687.5
31157,4036112.25
31158,9291604.0
31159,6099741.0
31160,5261719.5
31161,3435127.25
31162,4666216.5
31163,6013299.0
31164,6160135.5
31165,6230838.0
31166,5751862.5
31167,7821675.0
31168,11709262.0
31169,7006411.5
31170,5520716.0
31171,12971560.0
31172,5383677.0
31173,11133796.0
31174,10497166.0
31175,16105556.0
31176,4930399.0
31177,8308476.0
31178,4284435.0
31179,4841651.5
31180,4289547.5
31181,9169216.0
31182,6989277.0
31183,8137721.5
31184,5016729.5
31185,4378851.0
31186,8221209.0
31187,3615245.25
31188,4916085.5
31189,5032569.0
31190,7459372.5
31191,12681422.0
31192,3992558.25
31193,5298899.5
31194,11466790.0
31195,7384899.5
31196,5032010.5
31197,14527864.0
31198,5234662.5
31199,6681274.5
31200,10884092.0
31201,3737932.0
31202,3818603.0
31203,6542464.5
31204,3666908.0
31205,8852636.0
31206,5728739.5
31207,4288181.5
31208,4981495.5
31209,4117152.0
31210,5661167.0
31211,7211350.5
31212,4822070.5
31213,10715096.0
31214,6781238.0
31215,4908792.0
31216,5775062.5
31217,7043150.0
31218,8374412.0
31219,3351710.25
31220,7166103.0
31221,3719950.25
31222,6722132.5
31223,9785608.0
31224,7071908.5
31225,11663732.0
31226,6257830.5
31227,9508096.0
31228,10153032.0
31229,4786205.5
31230,5744824.0
31231,4366664.0
31232,7241169.5
31233,6622704.0
31234,6450635.0
31235,5371196.0
31236,6437018.0
31237,11371332.0
31238,6681274.5
31239,12814306.0
31240,6683416.0
31241,6402555.5
31242,7016442.0
31243,3685884.0
31244,7074396.5
31245,7871515.5
31246,11016308.0
31247,5669694.0
31248,7267041.0
31249,9756344.0
31250,5641922.5
31251,6933162.0
31252,6451333.5
31253,9035138.0
31254,5770333.5
31255,11994474.0
31256,6734951.0
31257,5166690.5
31258,8978384.0
31259,10912154.0
31260,7875555.0
31261,23054708.0
31262,5730210.5
31263,6106679.5
31264,3716320.25
31265,12224548.0
31266,7927227.0
31267,3799028.0
31268,4200331.5
31269,8195548.0
31270,4366865.5
31271,5397659.5
31272,16525346.0
31273,7827451.5
31274,5858881.5
31275,6812582.0
31276,5437970.0
31277,5021382.5
31278,14388126.0
31279,14862516.0
31280,7188888.5
31281,6872666.0
31282,12151630.0
31283,6403099.0
31284,4074685.0
31285,5394340.5
31286,7605055.0
31287,9815688.0
31288,4450700.0
31289,9063086.0
31290,5847508.0
31291,6376995.5
31292,3808410.75
31293,6938443.0
31294,3757550.25
31295,19045760.0
31296,10017086.0
31297,9560124.0
31298,3690010.0
31299,9756344.0
31300,6964412.0
31301,6387424.5
31302,5486003.5
31303,8349427.0
31304,6938977.5
31305,8500544.0
31306,3271562.0
31307,6303298.0
31308,7943175.5
31309,8842650.0
31310,64412896.0
31311,5412662.5
31312,5688332.0
31313,11936032.0
31314,6622704.0
31315,9759112.0
31316,11742256.0
31317,17224452.0
31318,8531660.0
31319,6750057.5
31320,5950837.5
31321,6853805.0
31322,6127025.5
31323,7918657.0
31324,6752093.0
31325,6049962.5
31326,4813015.0
31327,7502032.5
31328,15027006.0
31329,5564096.5
31330,11162710.0
31331,8704266.0
31332,5756799.0
31333,5248609.5
31334,4178783.0
31335,8941132.0
31336,8199430.0
31337,7349692.0
31338,3984141.25
31339,4818226.5
31340,6927996.0
31341,9756344.0
31342,5169913.0
31343,3488871.0
31344,3861303.75
31345,5044972.0
31346,3784314.25
31347,8271841.0
31348,11356762.0
31349,11358468.0
31350,3582756.25
31351,5484178.5
31352,9945048.0
31353,4982286.5
31354,7574728.0
31355,9538216.0
31356,4403553.5
31357,5113416.0
31358,2275304.5
31359,6522076.0
31360,9523638.0
31361,4724427.0
31362,9816746.0
31363,5383677.0
31364,3560054.75
31365,3651553.75
31366,6679604.5
31367,9474062.0
31368,6493416.5
31369,4219315.0
31370,9584644.0
31371,8933726.0
31372,6977021.0
31373,5218483.5
31374,6525363.5
31375,5718098.5
31376,6681274.5
31377,9192312.0
31378,5937299.0
31379,32313090.0
31380,4228961.5
31381,7537497.0
31382,5679961.5
31383,7812036.0
31384,24742678.0
31385,13036226.0
31386,8952410.0
31387,12882392.0
31388,5265811.5
31389,4477505.0
31390,7256341.0
31391,5469542.0
31392,9902012.0
31393,8489268.0
31394,5309230.0
31395,4139217.75
31396,9343168.0
31397,7205155.5
31398,2402903.75
31399,11268042.0
31400,4292601.0
31401,11493720.0
31402,9495664.0
31403,5128381.0
31404,4588579.5
31405,4197262.5
31406,6097882.0
31407,3382971.25
31408,6300270.5
31409,4313011.0
31410,11905902.0
31411,8205375.5
31412,10498698.0
31413,7687763.5
31414,4102931.5
31415,15747640.0
31416,6575125.0
31417,4855969.0
31418,7358468.0
31419,10139062.0
31420,9305486.0
31421,6687528.5
31422,6316693.0
31423,7223788.0
31424,17246524.0
31425,6291365.5
31426,4577805.0
31427,7435488.5
31428,6890733.0
31429,13978970.0
31430,4662933.0
31431,5549560.5
31432,5074950.0
31433,6266122.5
31434,3851848.25
31435,11124956.0
31436,9491858.0
31437,12407642.0
31438,8614900.0
31439,11569528.0
31440,6798615.0
31441,6586137.5
31442,7662170.0
31443,11616704.0
31444,6378694.0
31445,9354504.0
31446,14409558.0
31447,5738161.0
31448,8188874.5
31449,7538250.5
31450,6399378.5
31451,8064231.5
31452,11330330.0
31453,3216121.0
31454,5474021.0
31455,7677353.0
31456,5067714.5
31457,5130243.5
31458,17263902.0
31459,8340366.0
31460,5151572.0
31461,4667076.0
31462,3723422.0
31463,5704368.5
31464,7769685.5
31465,5277828.0
31466,53069052.0
31467,3447641.0
31468,14855400.0
31469,5038593.5
31470,5559493.0
31471,13096952.0
31472,2394923.0
31473,7637729.0
31474,4332525.5
31475,7520047.5
31476,20811776.0
31477,7302988.0
31478,5015460.5
31479,5991310.0
31480,10008040.0
31481,8527138.0
31482,9759546.0
31483,9964370.0
31484,7101480.5
31485,3215069.0
31486,3016822.25
31487,4584166.5
31488,14471364.0
31489,7723054.5
31490,4877046.0
31491,6156206.5
31492,8112002.5
31493,8835460.0
31494,5236012.0
31495,5457510.5
31496,8266001.5
31497,4552749.5
31498,6318671.0
31499,11461366.0
31500,10336362.0
31501,8930144.0
31502,9595008.0
31503,5232369.5
31504,9887642.0
31505,17072118.0
31506,7493811.5
31507,6525195.0
31508,6489067.5
31509,5448549.0
31510,5545431.5
31511,5164662.5
31512,5892012.0
31513,22257086.0
31514,25850600.0
31515,2080304.375
31516,16516328.0
31517,5951507.0
31518,7978058.5
31519,6267995.5
31520,5087522.5
31521,4879431.5
31522,4450700.0
31523,6656199.5
31524,9550888.0
31525,11352386.0
31526,5839055.0
31527,6727032.5
31528,4409455.0
31529,5792058.5
31530,6184300.0
31531,9235262.0
31532,5730210.5
31533,14161690.0
31534,7539979.0
31535,10306384.0
31536,7323088.0
31537,4338023.5
31538,4859367.5
31539,3707487.0
31540,9763074.0
31541,2742645.5
31542,5655315.5
31543,3674745.75
31544,5023240.0
31545,7605682.5
31546,12340980.0
31547,5786618.0
31548,6400728.0
31549,5615052.5
31550,5349094.0
31551,5909020.0
31552,7751485.5
31553,6245742.5
31554,7702207.0
31555,3857663.25
31556,7339382.0
31557,6032289.5
31558,9815688.0
31559,2852578.0
31560,7504200.5
31561,7026720.5
31562,35857124.0
31563,4107896.5
31564,9387980.0
31565,9346624.0
31566,5883056.5
31567,18078818.0
31568,6787864.0
31569,6945495.5
31570,7071918.5
31571,5822934.0
31572,3584088.25
31573,5467598.5
31574,12089396.0
31575,5647923.5
31576,7123396.5
31577,4964441.5
31578,8159643.0
31579,5492146.0
31580,7133622.5
31581,5597033.0
31582,6448139.0
31583,8521660.0
31584,4026182.0
31585,6750057.5
31586,12539732.0
31587,14041870.0
31588,9435942.0
31589,3573843.25
31590,5489670.5
31591,6740440.5
31592,7454850.0
31593,7398011.5
31594,8480856.0
31595,5587391.0
31596,3652363.75
31597,5672957.5
31598,3668469.0
31599,6457507.0
31600,7131856.0
31601,14304932.0
31602,5439038.5
31603,13824888.0
31604,4724692.0
31605,5151572.0
31606,6517551.5
31607,7320093.0
31608,5299538.5
31609,5362324.0
31610,7391313.5
31611,5971399.0
31612,5790672.0
31613,4782734.0
31614,16197040.0
31615,10082212.0
31616,11417778.0
31617,4480600.0
31618,7171782.0
31619,10097406.0
31620,4321601.5
31621,5578247.5
31622,33967248.0
31623,11189406.0
31624,4856500.0
31625,9969664.0
31626,5243034.0
31627,7312999.5
31628,10648190.0
31629,10183604.0
31630,3889986.75
31631,6131246.5
31632,17639414.0
31633,5240741.0
31634,8269000.5
31635,13226610.0
31636,5804562.0
31637,5660270.0
31638,7777059.0
31639,3563831.75
31640,10787946.0
31641,3950421.5
31642,3314788.75
31643,5812923.5
31644,10755898.0
31645,6232237.0
31646,8514400.0
31647,5629218.0
31648,11067654.0
31649,5882978.0
31650,6930159.5
31651,13182316.0
31652,5653414.0
31653,5442528.0
31654,5545957.5
31655,4322124.0
31656,20491736.0
31657,7487437.5
31658,4302937.5
31659,7523897.5
31660,5072310.5
31661,5135550.0
31662,6790153.5
31663,3811658.0
31664,3541412.25
31665,4378851.0
31666,5478530.5
31667,7928041.5
31668,11588610.0
31669,12006906.0
31670,6706835.0
31671,5824216.0
31672,8434010.0
31673,7155357.5
31674,9094288.0
31675,7380820.5
31676,7216121.0
31677,4830016.5
31678,4926450.5
31679,8358326.5
31680,7246981.5
31681,6345148.0
31682,3782473.75
31683,6750057.5
31684,5069274.0
31685,3538675.25
31686,12719428.0
31687,10263578.0
31688,10308528.0
31689,3721154.5
31690,7363514.5
31691,3743825.25
31692,4552734.5
31693,6455278.5
31694,6747407.5
31695,6870962.0
31696,3392736.25
31697,5093064.0
31698,3305451.75
31699,5471329.5
31700,5394999.5
31701,9142254.0
31702,6108612.0
31703,9070352.0
31704,6107840.0
31705,9140954.0
31706,5512987.5
31707,12177042.0
31708,8439452.0
31709,5163695.5
31710,10900452.0
31711,7245480.5
31712,7994567.5
31713,5584703.5
31714,5431564.0
31715,5287401.5
31716,5810086.5
31717,10212692.0
31718,4922014.0
31719,7324723.0
31720,4714162.5
31721,4462221.5
31722,5843837.5
31723,5591186.5
31724,6008745.0
31725,5167297.5
31726,12766400.0
31727,6378197.0
31728,4724272.0
31729,7090178.5
31730,3591064.5
31731,7504297.5
31732,7777840.0
31733,3752366.25
31734,4335683.5
31735,2945981.0
31736,6454883.0
31737,5337296.0
31738,5481997.5
31739,5977721.0
31740,7641618.0
31741,11718562.0
31742,12840520.0
31743,7992986.5
31744,4787120.5
31745,3804699.0
31746,9684236.0
31747,5084260.0
31748,17162922.0
31749,5563262.0
31750,9069622.0
31751,7953611.5
31752,4366865.5
31753,4050653.25
31754,7968294.0
31755,10896356.0
31756,2205300.0
31757,6048323.0
31758,5826969.5
31759,6390232.0
31760,6171788.0
31761,18396996.0
31762,2518902.0
31763,11538148.0
31764,6260235.0
31765,4080629.75
31766,8770456.0
31767,3616593.75
31768,6850945.5
31769,9801654.0
31770,3645789.0
31771,3875040.25
31772,8492860.0
31773,5734205.5
31774,6652814.5
31775,10346426.0
31776,2052651.375
31777,4241597.0
31778,10128472.0
31779,8749222.0
31780,6872666.0
31781,7333105.5
31782,5833211.5
31783,3750127.5
31784,5826496.0
31785,6570413.0
31786,4814960.5
31787,6961772.0
31788,5328706.0
31789,6251309.5
31790,3851848.25
31791,8669032.0
31792,7067706.0
31793,8110729.5
31794,6992650.5
31795,5938417.5
31796,5018494.0
31797,14211004.0
31798,7932012.5
31799,4339594.0
31800,5669264.0
31801,3465679.0
31802,6478548.5
31803,7657831.5
31804,4955863.0
31805,3523652.75
31806,7180161.0
31807,6531352.0
31808,8286272.0
31809,6163587.5
31810,4053625.25
31811,7541314.0
31812,6557548.0
31813,6450283.5
31814,5768619.0
31815,6212504.5
31816,4961502.0
31817,3470833.0
31818,6319708.5
31819,5908161.0
31820,11066220.0
31821,13136744.0
31822,5454788.5
31823,4733067.5
31824,3641412.0
31825,4779687.5
31826,6083683.0
31827,7662595.0
31828,5500770.0
31829,8771240.0
31830,6564643.0
31831,3168494.75
31832,11727632.0
31833,11875966.0
31834,6442427.5
31835,4674191.5
31836,7346166.5
31837,3367205.5
31838,7840638.5
31839,4742499.5
31840,9829082.0
31841,5035780.0
31842,7301043.5
31843,3616772.0
31844,6228262.5
31845,8844916.0
31846,4814960.5
31847,5018005.0
31848,5928808.5
31849,9997128.0
31850,6622704.0
31851,11865090.0
31852,6230941.0
31853,9763074.0
31854,6402555.5
31855,4733495.5
31856,5508287.5
31857,9346812.0
31858,11584480.0
31859,32918764.0
31860,6988289.0
31861,14778566.0
31862,7019865.5
31863,9983564.0
31864,3180174.75
31865,5248807.0
31866,3268541.0
31867,8341217.0
31868,5214609.5
31869,9955040.0
31870,3480244.75
31871,4924387.5
31872,11563184.0
31873,6343978.0
31874,5025953.5
31875,5781738.5
31876,5201225.5
31877,22681338.0
31878,3521345.25
31879,8382864.0
31880,9759702.0
31881,4752522.5
31882,14839832.0
31883,5025953.5
31884,5124150.5
31885,5812474.0
31886,8492494.0
31887,8914074.0
31888,4094805.75
31889,11971178.0
31890,4701300.0
31891,4230098.0
31892,3758738.25
31893,17184310.0
31894,8091532.0
31895,3652853.75
31896,3641787.5
31897,3584020.25
31898,4026182.0
31899,4283775.5
31900,6204539.5
31901,6937580.5
31902,7070614.5
31903,6640977.0
31904,4402042.0
31905,7085351.0
31906,4275424.0
31907,3722336.0
31908,3843567.75
31909,7336158.5
31910,4197672.5
31911,3851848.25
31912,6543970.0
31913,7592918.5
31914,6447281.0
31915,7286177.5
31916,4439518.0
31917,5361338.0
31918,4667978.5
31919,6730726.0
31920,4021992.5
31921,4499409.5
31922,5964220.0
31923,8471316.0
31924,11339774.0
31925,6544189.5
31926,8726182.0
31927,11230218.0
31928,7021166.5
31929,14762358.0
31930,7557074.5
31931,6405684.0
31932,8290033.0
31933,7705164.0
31934,5948612.5
31935,4852843.0
31936,4147146.5
31937,6333605.5
31938,5536821.0
31939,6125327.0
31940,7458529.0
31941,31736478.0
31942,5851260.5
31943,8285570.0
31944,3742789.5
31945,5767414.5
31946,10614800.0
31947,8435020.0
31948,6572010.0
31949,9321596.0
31950,12219822.0
31951,5622590.5
31952,5548273.5
31953,3674698.25
31954,11018610.0
31955,4709820.5
31956,8502940.0
31957,4346299.0
31958,4204548.5
31959,12311444.0
31960,6683280.5
31961,8502490.0
31962,4669093.0
31963,7189007.0
31964,4954245.0
31965,6460480.5
31966,12875806.0
31967,12200868.0
31968,6743196.0
31969,23528824.0
31970,5907982.5
31971,3988053.5
31972,5355558.0
31973,4953644.0
31974,7133141.0
31975,4103923.25
31976,4402042.0
31977,9068252.0
31978,5280240.0
31979,4785044.0
31980,4953552.5
31981,6227542.5
31982,8804838.0
31983,11843466.0
31984,7541382.0
31985,4957404.0
31986,4175359.25
31987,6301167.0
31988,7703360.5
31989,12975036.0
31990,3517837.75
31991,9515624.0
31992,4705167.5
31993,8778450.0
31994,6938443.0
31995,7131918.5
31996,11337338.0
31997,5615143.0
31998,3806195.25
31999,5504041.0
32000,6343134.5
32001,65848068.0
32002,22504326.0
32003,9707312.0
32004,7059350.0
32005,4852181.0
32006,15805072.0
32007,9826346.0
32008,6553195.0
32009,3738969.75
32010,7278247.0
32011,5040632.5
32012,1872853.25
32013,5549560.5
32014,5150348.5
32015,7642574.0
32016,6789721.5
32017,10366764.0
32018,7126012.5
32019,5960376.5
32020,5526338.0
32021,8564814.0
32022,5295845.0
32023,4059904.75
32024,5908161.0
32025,5576394.0
32026,4747463.0
32027,7662193.5
