"id","tags"
"45","FICTION CHILDREN'S-LITERATURE"
"46","ADVENTURE-NOVEL"
"47","NOVEL"
"48","SCIENCE-FICTION SPECULATIVE-FICTION"
"49","FICTION CHILDREN'S-LITERATURE"
"50","BIOGRAPHY NON-FICTION"
"51","FICTION MYSTERY SUSPENSE THRILLER CRIME-FICTION"
"52","FICTION NOVEL"
"53","SPECULATIVE-FICTION FANTASY"
"54","FICTION MYSTERY SUSPENSE THRILLER CRIME-FICTION"
"55","SCIENCE-FICTION SPECULATIVE-FICTION"
"56","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"57","FANTASY CHILDREN'S-LITERATURE"
"58",""
"59","SPECULATIVE-FICTION FICTION FANTASY"
"60","FICTION NOVEL"
"61","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"62","SPECULATIVE-FICTION FICTION"
"63","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"64","SCIENCE-FICTION SPECULATIVE-FICTION"
"65","SPECULATIVE-FICTION FICTION MYSTERY SUSPENSE HORROR"
"66","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"67","SPECULATIVE-FICTION"
"68","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"69","NOVEL"
"70","FICTION CHILDREN'S-LITERATURE"
"71","SCIENCE-FICTION SPECULATIVE-FICTION"
"72","SPECULATIVE-FICTION FICTION FANTASY"
"73","FICTION NOVEL"
"74","FICTION NOVEL"
"75","SPECULATIVE-FICTION FICTION"
"76","SCIENCE-FICTION SPECULATIVE-FICTION"
"77","SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE"
"78","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"79","FICTION NOVEL"
"80","FICTION NOVEL"
"81","SCIENCE-FICTION SPECULATIVE-FICTION"
"82","SCIENCE-FICTION SPECULATIVE-FICTION FICTION"
"83","FICTION NOVEL"
"84","SPECULATIVE-FICTION FANTASY"
"85","HISTORICAL-FICTION HISTORICAL-NOVEL"
"86","FICTION NOVEL"
"87","AUTOBIOGRAPHICAL-NOVEL"
"88","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"89","HISTORY HISTORICAL-NOVEL BIOGRAPHY"
"90","FICTION NOVEL"
"91","SCIENCE-FICTION SPECULATIVE-FICTION"
"92","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"93","SPECULATIVE-FICTION FICTION NOVEL"
"94","FICTION NOVEL"
"95","FICTION NOVEL"
"96","FICTION NOVEL"
"97","FICTION NOVEL"
"98","SCIENCE-FICTION SPECULATIVE-FICTION"
"99","SCIENCE-FICTION SPECULATIVE-FICTION"
"100","FICTION SPY-FICTION THRILLER"
"101","FICTION NOVEL"
"102",""
"103","SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE"
"104","FICTION NOVEL"
"105","NON-FICTION"
"106","FICTION MYSTERY"
"107","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"108","FICTION MYSTERY SUSPENSE THRILLER CRIME-FICTION"
"109","SCIENCE-FICTION SPECULATIVE-FICTION FICTION NOVEL"
"110","SPECULATIVE-FICTION FANTASY"
"111","SCIENCE-FICTION SPECULATIVE-FICTION"
"112",""
"113","CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"114","FICTION NOVEL"
"115","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"116","FICTION NOVEL"
"117","FICTION NOVEL"
"118","FICTION NOVEL"
"119","SCIENCE-FICTION SPECULATIVE-FICTION"
"120","FICTION NOVEL ROMANCE-NOVEL"
"121","FICTION NOVEL"
"122","FICTION MYSTERY DETECTIVE-FICTION CRIME-FICTION"
"123","SCIENCE-FICTION SPECULATIVE-FICTION NOVEL"
"124","SCIENCE-FICTION SPECULATIVE-FICTION"
"125","SCIENCE-FICTION SPECULATIVE-FICTION"
"126","THRILLER"
"127","FICTION NOVEL"
"128","FANTASY HISTORICAL-NOVEL"
"129","SPECULATIVE-FICTION FICTION NOVEL"
"130","SCIENCE-FICTION"
"131",""
"132","NOVEL"
"133","FICTION NOVEL"
"134","FICTION NOVEL"
"135","SCIENCE-FICTION SPECULATIVE-FICTION"
"136","SPECULATIVE-FICTION FICTION FANTASY HORROR"
"137","CHILDREN'S-LITERATURE"
"138","SPECULATIVE-FICTION FICTION FANTASY"
"139","FICTION MYSTERY HISTORICAL-NOVEL"
"140","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"141","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"142","FICTION NOVEL MYSTERY SUSPENSE CRIME-FICTION"
"143","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"144","FICTION NOVEL"
"145","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"146","SPECULATIVE-FICTION FICTION"
"147","FICTION CHILDREN'S-LITERATURE"
"148","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"149","SPECULATIVE-FICTION FICTION FANTASY"
"150","SPECULATIVE-FICTION FICTION NOVEL"
"151","FICTION NOVEL"
"152","SPECULATIVE-FICTION FANTASY"
"153","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"154","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"155","SPECULATIVE-FICTION FICTION FANTASY HORROR"
"156","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"157","FICTION NOVEL"
"158","FICTION NOVEL"
"159",""
"160","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"161","FICTION MYSTERY SUSPENSE"
"162","NOVEL"
"163","SPECULATIVE-FICTION"
"164","FICTION MYSTERY SPY-FICTION"
"165","CHILDREN'S-LITERATURE MYSTERY DETECTIVE-FICTION"
"166","FICTION MYSTERY"
"167",""
"168","FICTION NOVEL"
"169","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"170","FICTION CHILDREN'S-LITERATURE"
"171","SPECULATIVE-FICTION FICTION NOVEL"
"172","SPECULATIVE-FICTION FICTION MYSTERY HORROR"
"173","FICTION"
"174","SCIENCE-FICTION SPECULATIVE-FICTION"
"175","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"176","SCIENCE-FICTION SPECULATIVE-FICTION"
"177","FICTION NOVEL MYSTERY"
"178","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"179","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"180","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"181","FICTION HISTORICAL-FICTION MYSTERY"
"182","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"183","SCIENCE-FICTION SPECULATIVE-FICTION"
"184","SPECULATIVE-FICTION FANTASY"
"185","SCIENCE-FICTION SPECULATIVE-FICTION NOVEL"
"186","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"187","SCIENCE-FICTION SPECULATIVE-FICTION"
"188","NOVEL"
"189","SCIENCE-FICTION SPECULATIVE-FICTION"
"190","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"191","CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"192","FICTION NOVEL"
"193","FICTION NOVEL"
"194","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"195","SCIENCE-FICTION SPECULATIVE-FICTION"
"196","FICTION NOVEL"
"197","FICTION MYSTERY"
"198","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"199","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"200","SCIENCE-FICTION SPECULATIVE-FICTION"
"201","SCIENCE-FICTION SPECULATIVE-FICTION"
"202","SCIENCE-FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
"203","SCIENCE-FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
"204","SCIENCE-FICTION SPECULATIVE-FICTION"
"205","NOVEL"
"206","SPECULATIVE-FICTION NOVEL"
"207","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"208","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"209","SCIENCE-FICTION SPECULATIVE-FICTION"
"210","SPECULATIVE-FICTION FICTION"
"211","FICTION NOVEL"
"212","FICTION MYSTERY"
"213","FICTION NOVEL"
"214","FICTION NOVEL"
"215","FICTION NOVEL"
"216","FICTION NOVEL"
"217","SCIENCE-FICTION SPECULATIVE-FICTION"
"218","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"219","CHILDREN'S-LITERATURE"
"220","FICTION NOVEL"
"221","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"222","NOVEL"
"223","SPECULATIVE-FICTION"
"224","FICTION"
"225","SPECULATIVE-FICTION"
"226","SCIENCE-FICTION SPECULATIVE-FICTION"
"227","SCIENCE-FICTION SPECULATIVE-FICTION"
"228","SPECULATIVE-FICTION FANTASY"
"229","SCIENCE-FICTION SPECULATIVE-FICTION"
"230","FICTION MYSTERY HISTORICAL-NOVEL"
"231","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"232","FICTION NOVEL"
"233","SPY-FICTION THRILLER"
"234","SCIENCE-FICTION SPECULATIVE-FICTION"
"235","HISTORICAL-NOVEL"
"236","FICTION NOVEL MYSTERY CRIME-FICTION"
"237","SPECULATIVE-FICTION FICTION HORROR"
"238","FICTION NOVEL ROMANCE-NOVEL"
"239","FICTION MYSTERY SUSPENSE THRILLER CRIME-FICTION"
"240","SPECULATIVE-FICTION FICTION NOVEL"
"241","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"242","FICTION"
"243","FICTION NOVEL"
"244","CHILDREN'S-LITERATURE"
"245","SCIENCE-FICTION SPECULATIVE-FICTION"
"246","SCIENCE-FICTION SPECULATIVE-FICTION"
"247","SPECULATIVE-FICTION FICTION NOVEL"
"248","FICTION NOVEL CRIME-FICTION"
"249","AUTOBIOGRAPHY BIOGRAPHY"
"250","FICTION MYSTERY CRIME-FICTION"
"251","FICTION NOVEL MYSTERY"
"252",""
"253","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"254","SCIENCE-FICTION SPECULATIVE-FICTION"
"255","FICTION NOVEL"
"256","MYSTERY HORROR DETECTIVE-FICTION"
"257","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"258","SCIENCE-FICTION SPECULATIVE-FICTION"
"259","FICTION NOVEL"
"260","NOVEL"
"261","FICTION NOVEL"
"262","HISTORICAL-NOVEL"
"263","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"264","SCIENCE-FICTION SPECULATIVE-FICTION"
"265","SPECULATIVE-FICTION ALTERNATE-HISTORY"
"266","FICTION NOVEL"
"267","FICTION NOVEL"
"268","FICTION NOVEL"
"269","FICTION NOVEL ROMANCE-NOVEL"
"270","FICTION NOVEL"
"271","FICTION HISTORICAL-NOVEL"
"272","SPECULATIVE-FICTION FICTION NOVEL"
"273","FICTION NOVEL"
"274","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"275","NOVEL"
"276","FANTASY"
"277","FICTION NOVEL MYSTERY SUSPENSE CRIME-FICTION"
"278","FICTION NOVEL"
"279","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"280","NON-FICTION"
"281","SPECULATIVE-FICTION FICTION FANTASY"
"282","SCIENCE-FICTION SPECULATIVE-FICTION"
"283","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"284","FICTION HISTORICAL-NOVEL"
"285","FICTION NOVEL HISTORICAL-FICTION ROMANCE-NOVEL"
"286","SPECULATIVE-FICTION FANTASY"
"287","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"288","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE HORROR"
"289","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE HORROR"
"290","SPECULATIVE-FICTION FICTION HORROR"
"291","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"292","SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE MYSTERY HORROR"
"293","FICTION NOVEL"
"294","CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"295","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"296","FICTION NOVEL"
"297","FICTION NOVEL"
"298","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"299","SPECULATIVE-FICTION FICTION MYSTERY HORROR"
"300","HISTORICAL-FICTION HISTORICAL-NOVEL"
"301","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"302","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"303","FICTION NOVEL"
"304","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"305",""
"306","FICTION NOVEL"
"307","MEMOIR NON-FICTION"
"308","FICTION THRILLER"
"309","FICTION"
"310","SCIENCE-FICTION SPECULATIVE-FICTION"
"311",""
"312","FICTION NOVEL"
"313","FICTION CHILDREN'S-LITERATURE"
"314","CHILDREN'S-LITERATURE"
"315","FICTION NOVEL THRILLER"
"316","SPECULATIVE-FICTION FANTASY HORROR"
"317","CHILDREN'S-LITERATURE"
"318","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"319","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE HORROR"
"320","SPECULATIVE-FICTION FICTION MYSTERY HORROR"
"321","SPECULATIVE-FICTION FICTION FANTASY HORROR"
"322","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE HORROR"
"323","SPECULATIVE-FICTION FICTION MYSTERY SUSPENSE HORROR"
"324","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"325","FICTION NOVEL"
"326","HISTORICAL-FICTION HISTORICAL-NOVEL"
"327","SPECULATIVE-FICTION FICTION FANTASY HISTORICAL-NOVEL"
"328","FICTION NOVEL HISTORICAL-FICTION"
"329","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"330","FICTION MYSTERY"
"331","SPECULATIVE-FICTION FANTASY"
"332","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"333","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"334","SPECULATIVE-FICTION FANTASY"
"335","SPECULATIVE-FICTION FICTION FANTASY"
"336","FICTION NOVEL"
"337","FICTION NOVEL CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"338","SPECULATIVE-FICTION FICTION NOVEL"
"339","FICTION NOVEL"
"340","SCIENCE-FICTION SPECULATIVE-FICTION"
"341","FICTION NOVEL"
"342","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"343","CHILDREN'S-LITERATURE"
"344","SCIENCE-FICTION SPECULATIVE-FICTION"
"345","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"346","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"347","SPECULATIVE-FICTION FICTION FANTASY"
"348","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"349","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"350","SCIENCE-FICTION SPECULATIVE-FICTION ALTERNATE-HISTORY"
"351","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"352","SCIENCE-FICTION SPECULATIVE-FICTION FICTION"
"353","HISTORICAL-NOVEL"
"354","SCIENCE-FICTION SPECULATIVE-FICTION"
"355","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"356","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"357","SCIENCE-FICTION SPECULATIVE-FICTION FICTION NOVEL"
"358","SCIENCE-FICTION SPECULATIVE-FICTION NOVEL"
"359","SCIENCE-FICTION SPECULATIVE-FICTION"
"360","FANTASY CHILDREN'S-LITERATURE"
"361","CHILDREN'S-LITERATURE"
"362","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"363","NOVEL"
"364","SPECULATIVE-FICTION FANTASY"
"365","SCIENCE-FICTION SPECULATIVE-FICTION"
"366","FICTION NOVEL"
"367","FICTION CHILDREN'S-LITERATURE MYSTERY"
"368","SCIENCE-FICTION SPECULATIVE-FICTION"
"369","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"370","FICTION NOVEL"
"371","FICTION NOVEL ROMANCE-NOVEL"
"372","SCIENCE-FICTION SPECULATIVE-FICTION NOVEL"
"373","SCIENCE-FICTION SPECULATIVE-FICTION"
"374","SPECULATIVE-FICTION FANTASY"
"375","CHILDREN'S-LITERATURE"
"376","FICTION CHILDREN'S-LITERATURE"
"377","FICTION"
"378","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"379","SCIENCE-FICTION SPECULATIVE-FICTION"
"380","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"381","SCIENCE-FICTION SPECULATIVE-FICTION"
"382","SCIENCE-FICTION SPECULATIVE-FICTION"
"383","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"384","SPECULATIVE-FICTION FICTION ROMANCE-NOVEL"
"385","SCIENCE-FICTION SPECULATIVE-FICTION"
"386","FICTION"
"387","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"388","FICTION NOVEL MYSTERY"
"389","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"390","FICTION MYSTERY DETECTIVE-FICTION"
"391","FICTION NOVEL"
"392","CHILDREN'S-LITERATURE ADVENTURE-NOVEL YOUNG-ADULT-LITERATURE"
"393","FICTION HISTORICAL-NOVEL"
"394","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"395","SPECULATIVE-FICTION FANTASY"
"396","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"397","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"398","SCIENCE-FICTION"
"399","SPECULATIVE-FICTION FICTION"
"400","CHILDREN'S-LITERATURE"
"401","FICTION NOVEL"
"402","FICTION NOVEL"
"403","FICTION HISTORICAL-NOVEL"
"404","HISTORICAL-FICTION HISTORICAL-NOVEL"
"405","FICTION MYSTERY"
"406","FICTION NOVEL"
"407","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"408","NOVEL"
"409","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"410","FICTION NOVEL"
"411","FICTION MYSTERY DETECTIVE-FICTION CRIME-FICTION"
"412","CHILDREN'S-LITERATURE MYSTERY DETECTIVE-FICTION"
"413","SCIENCE-FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
"414","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"415","SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE MYSTERY HORROR"
"416","SPECULATIVE-FICTION FICTION FANTASY"
"417","FICTION"
"418","FICTION NOVEL MYSTERY"
"419","SCIENCE-FICTION SPECULATIVE-FICTION"
"420","SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
"421","FICTION NOVEL"
"422","FICTION MYSTERY CRIME-FICTION"
"423","SPECULATIVE-FICTION FICTION FANTASY"
"424","FICTION MYSTERY"
"425","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"426","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"427","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"428","FICTION NOVEL MYSTERY"
"429","FICTION MYSTERY DETECTIVE-FICTION"
"430","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"431","FICTION NOVEL"
"432","SCIENCE-FICTION SPECULATIVE-FICTION"
"433","FICTION NOVEL"
"434","SCIENCE-FICTION SPECULATIVE-FICTION"
"435","SCIENCE-FICTION SPECULATIVE-FICTION"
"436","CHILDREN'S-LITERATURE"
"437","CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"438","SCIENCE-FICTION SPECULATIVE-FICTION"
"439","FICTION NOVEL THRILLER"
"440","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"441","SPECULATIVE-FICTION FICTION HORROR"
"442","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"443","SCIENCE-FICTION SPECULATIVE-FICTION"
"444","SPECULATIVE-FICTION FICTION FANTASY"
"445","SCIENCE-FICTION SPECULATIVE-FICTION"
"446","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"447","SCIENCE-FICTION SPECULATIVE-FICTION"
"448","FICTION NOVEL"
"449","FICTION"
"450","SCIENCE-FICTION SPECULATIVE-FICTION NOVEL"
"451","SPECULATIVE-FICTION FANTASY"
"452","SPECULATIVE-FICTION FICTION FANTASY"
"453","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"454","CHILDREN'S-LITERATURE HISTORICAL-NOVEL"
"455",""
"456","FICTION MYSTERY"
"457","FICTION MYSTERY SUSPENSE CRIME-FICTION"
"458","SCIENCE-FICTION SPECULATIVE-FICTION"
"459","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"460","SPECULATIVE-FICTION FICTION FANTASY CHILDREN'S-LITERATURE"
"461","FICTION MYSTERY"
"462","SCIENCE-FICTION SPECULATIVE-FICTION"
"463","HISTORICAL-NOVEL ALTERNATE-HISTORY"
"464","SPECULATIVE-FICTION FANTASY"
"465","FICTION NOVEL"
"466","SPECULATIVE-FICTION FANTASY"
"467","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"468",""
"469","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"470","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"471","SCIENCE-FICTION SPECULATIVE-FICTION"
"472","SPECULATIVE-FICTION NOVEL"
"473","AUTOBIOGRAPHY BIOGRAPHY MEMOIR NON-FICTION"
"474","FICTION MYSTERY"
"475","CHILDREN'S-LITERATURE"
"476","FICTION NOVEL"
"477","SCIENCE-FICTION SPECULATIVE-FICTION"
"478","NOVEL"
"479","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"480","SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE MYSTERY HORROR"
"481","SPECULATIVE-FICTION"
"482","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"483","FICTION"
"484","FICTION NOVEL"
"485","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"486","SPECULATIVE-FICTION FICTION HORROR"
"487","SCIENCE-FICTION SPECULATIVE-FICTION"
"488","CHILDREN'S-LITERATURE"
"489","SPECULATIVE-FICTION FANTASY"
"490","FICTION NOVEL ROMANCE-NOVEL"
"491","FICTION NOVEL"
"492","HISTORICAL-NOVEL"
"493","SPECULATIVE-FICTION FICTION"
"494","SCIENCE-FICTION SPECULATIVE-FICTION"
"495","FICTION THRILLER"
"496","FICTION NOVEL"
"497","FICTION NOVEL"
"498","FICTION NOVEL"
"499",""
"500","SPECULATIVE-FICTION FANTASY"
"501","FICTION MYSTERY"
"502","HISTORICAL-FICTION"
"503","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"504","FICTION MYSTERY CRIME-FICTION"
"505","FICTION THRILLER"
"506","FICTION"
"507","SPECULATIVE-FICTION"
"508","FICTION NOVEL MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"509","FICTION NOVEL"
"510","FICTION MYSTERY DETECTIVE-FICTION"
"511","SPECULATIVE-FICTION FANTASY"
"512","FICTION NOVEL"
"513","CHILDREN'S-LITERATURE MYSTERY DETECTIVE-FICTION"
"514","FICTION NOVEL HISTORICAL-NOVEL"
"515","ADVENTURE-NOVEL"
"516","SPECULATIVE-FICTION FANTASY"
"517","SPECULATIVE-FICTION FANTASY CHILDREN'S-LITERATURE"
"518","SPECULATIVE-FICTION FANTASY"
"519","SCIENCE-FICTION SPECULATIVE-FICTION FICTION FANTASY"
"520","FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
"521","FICTION NOVEL"
"522","SCIENCE-FICTION SPECULATIVE-FICTION"
"523","FICTION NOVEL"
"524","SPECULATIVE-FICTION FANTASY"
"525","FICTION NOVEL"
"526","SPECULATIVE-FICTION FANTASY SHORT-STORY"
"527","FICTION NOVEL"
"528","SCIENCE-FICTION SPECULATIVE-FICTION"
"529","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"530",""
"531","MYSTERY DETECTIVE-FICTION"
"532","CHILDREN'S-LITERATURE"
"533","CHILDREN'S-LITERATURE MYSTERY DETECTIVE-FICTION"
"534","CHILDREN'S-LITERATURE"
"535","SPECULATIVE-FICTION FANTASY"
"536","SPECULATIVE-FICTION FANTASY HORROR"
"537","CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"538","SPECULATIVE-FICTION NOVEL"
"539","SPECULATIVE-FICTION FANTASY"
"540","SPECULATIVE-FICTION FANTASY"
"541","SPECULATIVE-FICTION FICTION NOVEL"
"542","FICTION CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
"543","SPECULATIVE-FICTION FANTASY"
"544","CHILDREN'S-LITERATURE"
"545","FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
"546","SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
"547","FICTION NOVEL"
"548","FICTION NOVEL MYSTERY CRIME-FICTION"
"549","SPECULATIVE-FICTION FICTION FANTASY"
